#query_id	query_length	cdd_id	hit_id	evalue	startQ	endQ	frame	description	superkingdom	no rank	family	genus	project
I8_1221	458	pfam03790	gnl|CDD|309060	1.25789e-21	43	162	1	pfam03790, KNOX1, KNOX1 domain.  The MEINOX region is comprised of two domains, KNOX1 and KNOX2. KNOX1 plays a role in suppressing target gene expression. KNOX2, essential for function, is thought to be necessary for homo-dimerisation.	Eukaryota(1.00);	(1.00);	Poaceae(0.26);Musaceae(0.12);Brassicaceae(0.12);Solanaceae(0.12);Vitaceae(0.09);	Musa(0.12);Selaginella(0.09);Vitis(0.09);Oryza(0.09);Glycine(0.09);	Inviceb2
I8_1222	458	pfam00118	gnl|CDD|306598	1.65862e-61	1	456	1	pfam00118, Cpn60_TCP1, TCP-1/cpn60 chaperonin family.  This family includes members from the HSP60 chaperone family and the TCP-1 (T-complex protein) family.	Eukaryota(0.74);Archaea(0.15);Bacteria(0.11);	(1.00);	Unikaryonidae(0.15);Trichomonadidae(0.11);Rhabditidae(0.04);Babesiidae(0.04);Plasmodiidae(0.04);	Encephalitozoon(0.15);Trichomonas(0.11);Plasmodium(0.04);Anopheles(0.04);Giardia(0.04);	Inviceb2
I8_1223	458	pfam00917	gnl|CDD|279285	7.14473e-13	3	254	-1	pfam00917, MATH, MATH domain.  This motif has been called the Meprin And TRAF-Homology (MATH) domain. This domain is hugely expanded in the nematode C. elegans.	Eukaryota(1.00);	(1.00);	Rhabditidae(0.89);Brassicaceae(0.09);(0.03);	Caenorhabditis(0.89);Arabidopsis(0.09);Dictyostelium(0.03);	Inviceb2
I8_1225	458	pfam13091	gnl|CDD|315704	4.78558e-11	225	362	-1	pfam13091, PLDc_2, PLD-like domain.  	Bacteria(0.84);Eukaryota(0.15);Archaea(0.01);	(1.00);	(0.09);Drosophilidae(0.06);Bacillaceae(0.04);Psychromonadaceae(0.04);Elusimicrobiaceae(0.03);	Drosophila(0.06);Bacillus(0.04);Psychromonas(0.04);Candidatus Accumulibacter(0.04);Elusimicrobium(0.03);	Inviceb2
I8_1226	458	pfam00344	gnl|CDD|306781	3.3579e-26	155	397	-2	pfam00344, SecY, SecY translocase.  	Bacteria(0.80);Eukaryota(0.12);Archaea(0.09);	(1.00);	(0.09);Clostridiaceae(0.08);Lachnospiraceae(0.03);Ruminococcaceae(0.03);Mycoplasmataceae(0.02);	Clostridium(0.08);(0.06);Mycoplasma(0.02);Eubacterium(0.01);Ruminococcus(0.01);	Inviceb2
I8_1229	457	pfam00076	gnl|CDD|278504	3.75934e-07	168	389	-3	pfam00076, RRM_1, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain).  The RRM motif is probably diagnostic of an RNA binding protein. RRMs are found in a variety of RNA binding proteins, including various hnRNP proteins, proteins implicated in regulation of alternative splicing, and protein components of snRNPs. The motif also appears in a few single stranded DNA binding proteins. The RRM structure consists of four strands and two helices arranged in an alpha/beta sandwich, with a third helix present during RNA binding in some cases The C-terminal beta strand (4th strand) and final helix are hard to align and have been omitted in the SEED alignment The LA proteins have an N terminal rrm which is included in the seed. There is a second region towards the C terminus that has some features characteristic of a rrm but does not appear to have the important structural core of a rrm. The LA proteins are one of the main autoantigens in Systemic lupus erythematosus (SLE), an autoimmune disease.	Eukaryota(1.00);	(1.00);	Saccharomycetaceae(0.39);Drosophilidae(0.31);Hominidae(0.10);Schizosaccharomycetaceae(0.06);Solanaceae(0.04);	Saccharomyces(0.39);Drosophila(0.31);Homo(0.10);Schizosaccharomyces(0.06);Solanum(0.04);	Inviceb2
I8_123	956	pfam01263	gnl|CDD|307429	9.97821e-53	6	770	-1	pfam01263, Aldose_epim, Aldose 1-epimerase.  	Bacteria(0.56);Eukaryota(0.41);Archaea(0.03);	(1.00);	Brassicaceae(0.15);Drosophilidae(0.08);Saccharomycetaceae(0.08);Streptococcaceae(0.08);Pasteurellaceae(0.08);	Arabidopsis(0.15);Drosophila(0.08);Saccharomyces(0.05);Mesorhizobium(0.05);Escherichia(0.05);	Inviceb2
I8_1230	no_hit												Inviceb2
I8_1234	457	pfam12937	gnl|CDD|315592	2.31193e-07	16	117	1	pfam12937, F-box-like, F-box-like.  This is an F-box-like family.	Eukaryota(0.99);	(1.00);	Saccharomycetaceae(0.06);Edwardsiidae(0.06);(0.06);Aspergillaceae(0.05);Branchiostomidae(0.05);	Nematostella(0.06);Branchiostoma(0.05);Coprinopsis(0.05);Aspergillus(0.04);Dictyostelium(0.04);	Inviceb2
I8_1236	457	pfam00326	gnl|CDD|278741	2.20788e-37	1	456	-2	pfam00326, Peptidase_S9, Prolyl oligopeptidase family.  	Bacteria(0.62);Eukaryota(0.29);Archaea(0.09);	(1.00);	Vibrionaceae(0.10);Shewanellaceae(0.07);Drosophilidae(0.05);Caulobacteraceae(0.05);Xanthomonadaceae(0.05);	Vibrio(0.10);Shewanella(0.07);Drosophila(0.05);Caulobacter(0.05);Aspergillus(0.03);	Inviceb2
I8_1237	456	pfam16213	gnl|CDD|318453	8.23249e-17	2	364	2	pfam16213, DCB, Dimerisation and cyclophilin-binding domain of Mon2.  DCB is the N-terminal domain of Mon2- and GIG1-like proteins from metazoa. Mon2 and BIG1 like proteins play an important role in the cytoplasm-to-vacuole transport pathway and are required for Golgi homeostasis.	Eukaryota(1.00);	(1.00);	(0.13);Saccharomycetaceae(0.13);Adrianichthyidae(0.06);Nymphalidae(0.03);Aphididae(0.03);	Oryzias(0.06);Dictyostelium(0.06);Polysphondylium(0.03);Monosiga(0.03);Acyrthosiphon(0.03);	Inviceb2
I8_1238	456	pfam07994	gnl|CDD|311794	2.76359e-92	53	454	-3	pfam07994, NAD_binding_5, Myo-inositol-1-phosphate synthase.  This is a family of myo-inositol-1-phosphate synthases. Inositol-1-phosphate catalyzes the conversion of glucose-6- phosphate to inositol-1-phosphate, which is then dephosphorylated to inositol. Inositol phosphates play an important role in signal transduction.	Eukaryota(0.74);Bacteria(0.26);	(1.00);	Saccharomycetaceae(0.11);(0.08);Plasmodiidae(0.03);Prevotellaceae(0.03);Entamoebidae(0.02);	Plasmodium(0.03);Prevotella(0.03);Entamoeba(0.02);Kazachstania(0.02);Naumovozyma(0.02);	Inviceb2
I8_1239	456	pfam01894	gnl|CDD|307831	6.3468e-61	105	455	3	pfam01894, UPF0047, Uncharacterized protein family UPF0047.  This family has no known function. The alignment contains a conserved aspartate and histidine that may be functionally important.	Bacteria(0.75);Archaea(0.13);Eukaryota(0.12);	(1.00);	(0.05);Ruminococcaceae(0.02);Chromatiaceae(0.02);Clostridiaceae(0.02);Bacillaceae(0.02);	Clostridium(0.02);(0.02);Desulfovibrio(0.02);Bacteroides(0.02);Bacillus(0.01);	Inviceb2
I8_124	955	pfam00562	gnl|CDD|306936	4.11223e-97	3	671	-3	pfam00562, RNA_pol_Rpb2_6, RNA polymerase Rpb2, domain 6.  RNA polymerases catalyze the DNA dependent polymerization of RNA. Prokaryotes contain a single RNA polymerase compared to three in eukaryotes (not including mitochondrial. and chloroplast polymerases). This domain represents the hybrid binding domain and the wall domain. The hybrid binding domain binds the nascent RNA strand / template DNA strand in the Pol II transcription elongation complex. This domain contains the important structural motifs, switch 3 and the flap loop and binds an active site metal ion. This domain is also involved in binding to Rpb1 and Rpb3. Many of the bacterial members contain large insertions within this domain, as region known as dispensable region 2 (DRII).	Bacteria(0.51);Eukaryota(0.33);Archaea(0.09);Viruses(0.07);	(0.93);dsDNA viruses, no RNA stage(0.07);	Iridoviridae(0.04);Hexamitidae(0.04);Poaceae(0.03);Anaplasmataceae(0.03);Mycoplasmataceae(0.03);	Giardia(0.04);Trichomonas(0.03);Plasmodium(0.03);Cryptosporidium(0.03);Chlamydia(0.01);	Inviceb2
I8_124	955	pfam04567	gnl|CDD|309627	8.023e-18	690	845	-3	pfam04567, RNA_pol_Rpb2_5, RNA polymerase Rpb2, domain 5.  RNA polymerases catalyze the DNA dependent polymerization of RNA. Prokaryotes contain a single RNA polymerase compared to three in eukaryotes (not including mitochondrial. and chloroplast polymerases). Domain 5, is also known as the external 2 domain.	Eukaryota(0.92);Viruses(0.05);Archaea(0.03);	(0.95);dsDNA viruses, no RNA stage(0.05);	(0.10);Debaryomycetaceae(0.07);Saccharomycetaceae(0.05);Poaceae(0.05);Poxviridae(0.04);	Candida(0.01);Musa(0.01);Arabidopsis(0.01);(0.01);Millerozyma(0.01);	Inviceb2
I8_1240	456	pfam10433	gnl|CDD|313627	2.09012e-14	223	429	1	pfam10433, MMS1_N, Mono-functional DNA-alkylating methyl methanesulfonate N-term.  MMS1 is a protein that protects against replication-dependent DNA damage in Saccharomyces cerevisiae. MMS1 belongs to the DDB1 family of cullin 4 adaptors and the two proteins are homologous. MMS1 bridges the interaction of MMS22 and Crt10 with Cul8/Rtt101. Cul8/Rtt101 is a cullin protein involved in the regulation of DNA replication subsequent to DNA damage. The N-terminal region of MMS1 and the C-terminal of MMS22 are required for the the MMS1-MMS22 interaction. The human HIV-1 virion-associated protein Vpr assembles with DDB1 through interaction with DCAF1 (chromatin assembly factor) to form an E3 ubiquitin ligase that targets cellular substrates for proteasome-mediated degradation and subsequent G2 arrest.	Eukaryota(1.00);	(1.00);	(0.09);Aspergillaceae(0.07);Mycosphaerellaceae(0.06);Debaryomycetaceae(0.04);Glomerellaceae(0.03);	Aspergillus(0.05);Colletotrichum(0.03);Dictyostelium(0.03);Fusarium(0.02);Penicillium(0.02);	Inviceb2
I8_1241	456	pfam00410	gnl|CDD|306837	5.38556e-28	88	453	1	pfam00410, Ribosomal_S8, Ribosomal protein S8.  	Bacteria(0.70);Eukaryota(0.22);Archaea(0.08);	(1.00);	(0.09);Clostridiaceae(0.05);Mycoplasmataceae(0.03);Saccharomycetaceae(0.02);Ruminococcaceae(0.02);	Clostridium(0.04);(0.04);Mycoplasma(0.03);	Inviceb2
I8_1243	456	pfam00071	gnl|CDD|306559	1.52152e-52	1	360	-1	pfam00071, Ras, Ras family.  Includes sub-families Ras, Rab, Rac, Ral, Ran, Rap Ypt1 and more. Shares P-loop motif with GTP_EFTU, arf and myosin_head. See pfam00009 pfam00025, pfam00063. As regards Rab GTPases, these are important regulators of vesicle formation, motility and fusion. They share a fold in common with all Ras GTPases: this is a six-stranded beta-sheet surrounded by five alpha-helices.	Eukaryota(1.00);	(1.00);	(0.26);Saccharomycetaceae(0.15);Brassicaceae(0.09);Rhabditidae(0.09);Muridae(0.09);	Dictyostelium(0.26);Saccharomyces(0.15);Arabidopsis(0.09);Caenorhabditis(0.09);Canis(0.07);	Inviceb2
I8_1244	456	pfam00892	gnl|CDD|307170	2.4866e-14	34	246	-1	pfam00892, EamA, EamA-like transporter family.  This family includes many hypothetical membrane proteins of unknown function. Many of the proteins contain two copies of the aligned region. The family used to be known as DUF6. Members of this family usually carry 5+5 transmembrane domains, and this domain attempts to model five of these.	Bacteria(0.73);Archaea(0.26);Eukaryota(0.01);	(1.00);	Bacillaceae(0.24);Enterobacteriaceae(0.13);Thermococcaceae(0.11);Archaeoglobaceae(0.10);Erwiniaceae(0.06);	Bacillus(0.24);Pyrococcus(0.11);Archaeoglobus(0.10);Escherichia(0.09);Synechocystis(0.05);	Inviceb2
I8_1245	456	pfam00582	gnl|CDD|306953	3.92707e-07	116	352	2	"pfam00582, Usp, Universal stress protein family.  The universal stress protein UspA is a small cytoplasmic bacterial protein whose expression is enhanced when the cell is exposed to stress agents. UspA enhances the rate of cell survival during prolonged exposure to such conditions, and may provide a general ""stress endurance"" activity. The crystal structure of Haemophilus influenzae UspA reveals an alpha/beta fold similar to that of the Methanococcus jannaschii MJ0577 protein, which binds ATP, though UspA lacks ATP-binding activity."	Bacteria(0.70);Archaea(0.20);Eukaryota(0.10);	(1.00);	Streptomycetaceae(0.10);Brassicaceae(0.07);Halobacteriaceae(0.07);Pseudomonadaceae(0.06);Nostocaceae(0.05);	Streptomyces(0.10);Halobacterium(0.07);Arabidopsis(0.07);Pseudomonas(0.06);Nostoc(0.05);	Inviceb2
I8_1248	455	pfam00637	gnl|CDD|306985	4.78372e-07	1	120	1	pfam00637, Clathrin, Region in Clathrin and VPS.  Each region is about 140 amino acids long. The regions are composed of multiple alpha helical repeats. They occur in the arm region of the Clathrin heavy chain.	Eukaryota(1.00);	(1.00);	Saccharomycetaceae(0.12);Debaryomycetaceae(0.09);(0.07);Schizosaccharomycetaceae(0.06);Trichomonadidae(0.06);	Dictyostelium(0.07);Trichomonas(0.06);Schizosaccharomyces(0.06);Babesia(0.05);Cryptococcus(0.05);	Inviceb2
I8_1249	455	pfam00270	gnl|CDD|306725	3.61383e-29	3	254	3	pfam00270, DEAD, DEAD/DEAH box helicase.  Members of this family include the DEAD and DEAH box helicases. Helicases are involved in unwinding nucleic acids. The DEAD box helicases are involved in various aspects of RNA metabolism, including nuclear transcription, pre mRNA splicing, ribosome biogenesis, nucleocytoplasmic transport, translation, RNA decay and organellar gene expression.	Eukaryota(0.50);Bacteria(0.34);Archaea(0.14);Viruses(0.03);	(0.97);ssRNA viruses(0.02);dsDNA viruses, no RNA stage(0.01);	Saccharomycetaceae(0.12);Rhabditidae(0.09);Schizosaccharomycetaceae(0.09);Brassicaceae(0.07);Enterobacteriaceae(0.06);	Saccharomyces(0.12);Caenorhabditis(0.09);Schizosaccharomyces(0.09);Arabidopsis(0.07);Escherichia(0.06);	Inviceb2
I8_125	952	pfam08153	gnl|CDD|311878	2.17622e-24	783	950	-3	pfam08153, NGP1NT, NGP1NT (NUC091) domain.  This N terminal domain is found in a subfamily of hypothetical nucleolar GTP-binding proteins similar to human NGP1.	Eukaryota(1.00);	(1.00);	Saccharomycetaceae(0.09);(0.09);Debaryomycetaceae(0.03);Trypanosomatidae(0.03);Phaffomycetaceae(0.02);	Dictyostelium(0.03);Naumovozyma(0.02);Trypanosoma(0.02);Schizosaccharomyces(0.02);Schizophyllum(0.02);	Inviceb2
I8_125	952	pfam01926	gnl|CDD|307856	9.99735e-18	81	353	-3	pfam01926, MMR_HSR1, 50S ribosome-binding GTPase.  The full-length GTPase protein is required for the complete activity of the protein of interacting with the 50S ribosome and binding of both adenine and guanine nucleotides, with a preference for guanine nucleotide.	Bacteria(0.76);Eukaryota(0.17);Archaea(0.07);	(1.00);	Mycoplasmataceae(0.06);Erwiniaceae(0.04);Helicobacteraceae(0.03);Bacillaceae(0.03);Clostridiaceae(0.03);	Mycoplasma(0.04);Buchnera(0.03);Prochlorococcus(0.03);Clostridium(0.03);Arabidopsis(0.02);	Inviceb2
I8_1250	455	pfam01230	gnl|CDD|307405	4.88355e-37	37	336	-3	pfam01230, HIT, HIT domain.  	Bacteria(0.62);Eukaryota(0.33);Archaea(0.05);	(1.00);	Saccharomycetaceae(0.14);Mycoplasmataceae(0.10);Mycobacteriaceae(0.10);Poaceae(0.05);Rhodospirillaceae(0.05);	Saccharomyces(0.14);Mycoplasma(0.10);Mycobacterium(0.10);Azospirillum(0.05);Caenorhabditis(0.05);	Inviceb2
I8_1251	455	pfam06203	gnl|CDD|310652	4.69882e-16	236	445	2	pfam06203, CCT, CCT motif.  This short motif is found in a number of plant proteins. It is rich in basic amino acids and has been called a CCT motif after Co, Col and Toc1. The CCT motif is about 45 amino acids long and contains a putative nuclear localization signal within the second half of the CCT motif. Toc1 mutants have been identified in this region.	Eukaryota(1.00);	(1.00);	Poaceae(0.25);Musaceae(0.11);Brassicaceae(0.10);Solanaceae(0.07);Fabaceae(0.05);	Musa(0.11);Oryza(0.06);Solanum(0.05);Brassica(0.05);Hordeum(0.05);	Inviceb2
I8_1251	455	pfam06200	gnl|CDD|310650	1.56974e-10	53	139	2	pfam06200, tify, tify domain.  This short possible domain is found in a variety of plant transcription factors that contain GATA domains as well as other motifs. Although previously known as the Zim domain this is now called the tify domain after its most conserved amino acids. TIFY proteins can be further classified into two groups depending on the presence (group I) or absence (group II) of a C2C2-GATA domain. Functional annotation of these proteins is still poor, but several screens revealed a link between TIFY proteins of group II and jasmonic acid-related stress response.	Eukaryota(1.00);	(1.00);	Poaceae(0.32);Musaceae(0.15);Brassicaceae(0.14);Solanaceae(0.11);Fabaceae(0.07);	Musa(0.15);Solanum(0.10);Oryza(0.08);Setaria(0.08);Glycine(0.07);	Inviceb2
I8_1252	455	pfam00004	gnl|CDD|306510	6.4513e-06	373	453	-3	pfam00004, AAA, ATPase family associated with various cellular activities (AAA).  AAA family proteins often perform chaperone-like functions that assist in the assembly, operation, or disassembly of protein complexes.	Eukaryota(0.56);Bacteria(0.33);Archaea(0.10);Viruses(0.01);	(0.99);dsDNA viruses, no RNA stage(0.01);	Saccharomycetaceae(0.11);Brassicaceae(0.08);Schizosaccharomycetaceae(0.07);Rhabditidae(0.07);Mycobacteriaceae(0.05);	Saccharomyces(0.11);Arabidopsis(0.08);Schizosaccharomyces(0.07);Caenorhabditis(0.07);Mycobacterium(0.05);	Inviceb2
I8_1253	455	pfam01370	gnl|CDD|307501	3.6328e-09	6	110	-1	pfam01370, Epimerase, NAD dependent epimerase/dehydratase family.  This family of proteins utilize NAD as a cofactor. The proteins in this family use nucleotide-sugar substrates for a variety of chemical reactions.	Bacteria(0.84);Eukaryota(0.09);Archaea(0.06);Viruses(0.01);	(0.99);dsDNA viruses, no RNA stage(0.01);	Streptomycetaceae(0.14);Enterobacteriaceae(0.11);Rhizobiaceae(0.04);Bacillaceae(0.04);Pasteurellaceae(0.04);	Streptomyces(0.14);Escherichia(0.06);Salmonella(0.04);Bacillus(0.04);Sinorhizobium(0.03);	Inviceb2
I8_1254	455	pfam12569	gnl|CDD|315278	2.40334e-17	3	167	-1	pfam12569, NARP1, NMDA receptor-regulated protein 1.  This domain family is found in eukaryotes, and is approximately 40 amino acids in length. The family is found in association with pfam07719, pfam00515. There is a single completely conserved residue L that may be functionally important. NARP1 is the mammalian homolog of a yeast N-terminal acetyltransferase that regulates entry into the G(0) phase of the cell cycle.	Eukaryota(1.00);	(1.00);	Aspergillaceae(0.07);Edwardsiidae(0.04);Cryptococcaceae(0.04);Brassicaceae(0.04);Funariaceae(0.04);	Tribolium(0.04);Ustilago(0.04);Branchiostoma(0.04);Laccaria(0.04);Micromonas(0.04);	Inviceb2
I8_1254	455	pfam13414	gnl|CDD|315977	8.68064e-07	354	452	-1	pfam13414, TPR_11, TPR repeat.  	Bacteria(0.56);Eukaryota(0.44);	(1.00);	Drosophilidae(0.05);(0.05);Vibrionaceae(0.04);Poaceae(0.04);Mamiellaceae(0.02);	Drosophila(0.05);Vibrio(0.03);Oryza(0.03);Micromonas(0.02);(0.02);	Inviceb2
I8_1255	455	pfam00042	gnl|CDD|306539	4.13263e-22	73	402	1	pfam00042, Globin, Globin.  	Eukaryota(0.97);Bacteria(0.03);	(1.00);	Chironomidae(0.11);Nereididae(0.06);Rhabditidae(0.06);Pipidae(0.05);Bovidae(0.05);	Chironomus(0.11);Caenorhabditis(0.06);Tylorrhynchus(0.06);Xenopus(0.05);Heterodontus(0.05);	Inviceb2
I8_1258	454	pfam00202	gnl|CDD|306669	1.80582e-53	1	453	1	pfam00202, Aminotran_3, Aminotransferase class-III.  	Bacteria(0.77);Eukaryota(0.23);	(1.00);	Bacillaceae(0.31);Mycobacteriaceae(0.15);Hominidae(0.08);Pasteurellaceae(0.08);Saccharomycetaceae(0.08);	Bacillus(0.23);Mycobacterium(0.15);Lysinibacillus(0.08);Corynebacterium(0.08);Pseudomonas(0.08);	Inviceb2
I8_1259	454	pfam01217	gnl|CDD|250451	1.41435e-58	4	372	-2	pfam01217, Clat_adaptor_s, Clathrin adaptor complex small chain.  	Eukaryota(1.00);	(1.00);	Saccharomycetaceae(0.60);Hominidae(0.20);Schizosaccharomycetaceae(0.20);	Saccharomyces(0.60);Homo(0.20);Schizosaccharomyces(0.20);	Inviceb2
I8_126	951	pfam00005	gnl|CDD|306511	8.07655e-21	74	619	-3	pfam00005, ABC_tran, ABC transporter.  ABC transporters for a large family of proteins responsible for translocation of a variety of compounds across biological membranes. ABC transporters are the largest family of proteins in many completely sequenced bacteria. ABC transporters are composed of two copies of this domain and two copies of a transmembrane domain pfam00664. These four domains may belong to a single polypeptide as in CFTR, or belong in different polypeptide chains.	Bacteria(0.75);Eukaryota(0.25);	(1.00);	Enterobacteriaceae(0.42);Saccharomycetaceae(0.13);Pseudomonadaceae(0.08);Streptococcaceae(0.06);Streptomycetaceae(0.04);	Escherichia(0.30);Saccharomyces(0.13);Shigella(0.08);Pseudomonas(0.08);Streptomyces(0.04);	Inviceb2
I8_126	951	pfam14510	gnl|CDD|316980	2.20127e-07	692	844	-3	pfam14510, ABC_trans_N, ABC-transporter extracellular N-terminal.  This domain is found at the N-terminus of ABC-transporter proteins from fungi, plants to higher eukaryotes. It would appear to be an extracellular domain.	Eukaryota(1.00);	(1.00);	Aspergillaceae(0.11);Poaceae(0.10);Saccharomycetaceae(0.10);Debaryomycetaceae(0.08);Euphorbiaceae(0.06);	Aspergillus(0.08);Ricinus(0.06);Oryza(0.05);Fusarium(0.05);Sorghum(0.04);	Inviceb2
I8_1260	454	pfam00501	gnl|CDD|306899	3.4651e-30	35	430	-1	pfam00501, AMP-binding, AMP-binding enzyme.  	Bacteria(0.52);Eukaryota(0.37);Archaea(0.11);	(1.00);	Bacillaceae(0.13);Rhabditidae(0.10);Streptomycetaceae(0.09);Mycobacteriaceae(0.08);Archaeoglobaceae(0.08);	Bacillus(0.13);Caenorhabditis(0.10);Streptomyces(0.09);Archaeoglobus(0.08);Mycobacterium(0.08);	Inviceb2
I8_1261	454	pfam01169	gnl|CDD|307361	5.86032e-25	280	453	1	pfam01169, UPF0016, Uncharacterized protein family UPF0016.  This family contains integral membrane proteins of unknown function. Most members of the family contain two copies of a region that contains an EXGD motif. Each of these regions contains three predicted transmembrane regions. It has been suggested that these proteins are calcium transporters.	Bacteria(0.62);Eukaryota(0.34);Archaea(0.05);	(1.00);	(0.05);Saccharomycetaceae(0.03);Clostridiaceae(0.03);Synechococcaceae(0.03);Sphingomonadaceae(0.02);	Clostridium(0.03);Synechococcus(0.02);Micromonas(0.01);Mycobacterium(0.01);Schizosaccharomyces(0.01);	Inviceb2
I8_1261	454	pfam01169	gnl|CDD|307361	4.00017e-08	1	132	1	pfam01169, UPF0016, Uncharacterized protein family UPF0016.  This family contains integral membrane proteins of unknown function. Most members of the family contain two copies of a region that contains an EXGD motif. Each of these regions contains three predicted transmembrane regions. It has been suggested that these proteins are calcium transporters.	Bacteria(0.62);Eukaryota(0.34);Archaea(0.05);	(1.00);	(0.05);Saccharomycetaceae(0.03);Clostridiaceae(0.03);Synechococcaceae(0.03);Sphingomonadaceae(0.02);	Clostridium(0.03);Synechococcus(0.02);Micromonas(0.01);Mycobacterium(0.01);Schizosaccharomyces(0.01);	Inviceb2
I8_1262	453	pfam04969	gnl|CDD|309896	1.53647e-15	3	221	-2	pfam04969, CS, CS domain.  The CS and CHORD (pfam04968) are fused into a single polypeptide chain in metazoans but are found in separate proteins in plants; this is thought to be indicative of an interaction between CS and CHORD. It has been suggested that the CS domain is a binding module for HSP90, implying that CS domain-containing proteins are involved in recruiting heat shock proteins to multiprotein assemblies. Two CS domains are found at the N-terminus of Ubiquitin carboxyl-terminal hydrolase 19 (USP19), these domains may play a role in the interaction of USP19 with cellular inhibitor of apoptosis 2.	Eukaryota(1.00);	(1.00);	Plasmodiidae(0.12);Poaceae(0.09);Cyprinidae(0.09);Pipidae(0.07);Drosophilidae(0.07);	Plasmodium(0.12);Danio(0.09);Drosophila(0.07);Oryza(0.07);Xenopus(0.07);	Inviceb2
I8_1263	453	pfam02225	gnl|CDD|308052	1.85386e-08	11	265	-3	pfam02225, PA, PA domain.  The PA (Protease associated) domain is found as an insert domain in diverse proteases. The PA domain is also found in a plant vacuolar sorting receptor and members of the RZF family. It has been suggested that this domain forms a lid-like structure that covers the active site in active proteases, and is involved in protein recognition in vacuolar sorting receptors.	Eukaryota(0.68);Bacteria(0.26);Archaea(0.06);	(1.00);	Poaceae(0.10);Brassicaceae(0.04);Natrialbaceae(0.03);Nectriaceae(0.03);(0.03);	Arabidopsis(0.03);Fusarium(0.03);Mycobacterium(0.03);Vitis(0.02);Brachypodium(0.02);	Inviceb2
I8_1265	453	pfam00270	gnl|CDD|306725	7.85676e-53	46	453	1	pfam00270, DEAD, DEAD/DEAH box helicase.  Members of this family include the DEAD and DEAH box helicases. Helicases are involved in unwinding nucleic acids. The DEAD box helicases are involved in various aspects of RNA metabolism, including nuclear transcription, pre mRNA splicing, ribosome biogenesis, nucleocytoplasmic transport, translation, RNA decay and organellar gene expression.	Eukaryota(0.50);Bacteria(0.34);Archaea(0.14);Viruses(0.03);	(0.97);ssRNA viruses(0.02);dsDNA viruses, no RNA stage(0.01);	Saccharomycetaceae(0.12);Rhabditidae(0.09);Schizosaccharomycetaceae(0.09);Brassicaceae(0.07);Enterobacteriaceae(0.06);	Saccharomyces(0.12);Caenorhabditis(0.09);Schizosaccharomyces(0.09);Arabidopsis(0.07);Escherichia(0.06);	Inviceb2
I8_1266	453	pfam07944	gnl|CDD|285220	6.55584e-50	1	453	1	pfam07944, Glyco_hydro_127, Beta-L-arabinofuranosidase, GH127.  One member of this family, from Bidobacterium longicum, UniProtKB:E8MGH8, has been characterized as an unusual beta-L-arabinofuranosidase enzyme, EC:3.2.1.185. It rleases l-arabinose from the l-arabinofuranose (Araf)-beta1,2-Araf disaccharide and also transglycosylates 1-alkanols with retention of the anomeric configuration. Terminal beta-l-arabinofuranosyl residues have been found in arabinogalactan proteins from a mumber of different plantt species. beta-l-Arabinofuranosyl linkages with 1-4 arabinofuranosides are also found in the sugar chains of extensin and solanaceous lectins, hydroxyproline (Hyp)2-rich glycoproteins that are widely observed in plant cell wall fractions. The critical residue for catalytic activity is Glu-338, in a ET/SCAS sequence context.	Bacteria(0.95);Eukaryota(0.05);	(1.00);	Bacteroidaceae(0.37);Streptomycetaceae(0.11);Bifidobacteriaceae(0.11);Bacillaceae(0.05);Phyllobacteriaceae(0.05);	Bacteroides(0.37);Bifidobacterium(0.11);Streptomyces(0.11);Caulobacter(0.05);Pirellula(0.05);	Inviceb2
I8_1267	453	pfam00400	gnl|CDD|306830	1.82502e-07	27	140	-2	pfam00400, WD40, WD domain, G-beta repeat.  	Eukaryota(0.95);Bacteria(0.05);	(1.00);	Schizosaccharomycetaceae(0.17);Saccharomycetaceae(0.17);Rhabditidae(0.15);Brassicaceae(0.09);Hominidae(0.06);	Schizosaccharomyces(0.17);Saccharomyces(0.16);Caenorhabditis(0.15);Arabidopsis(0.09);Homo(0.06);	Inviceb2
I8_1268	452	pfam06749	gnl|CDD|310985	9.43912e-22	25	186	-3	pfam06749, DUF1218, Protein of unknown function (DUF1218).  This family contains hypothetical plant proteins of unknown function. Family members contain a number of conserved cysteine residues.	Eukaryota(1.00);	(1.00);	Poaceae(0.33);Brassicaceae(0.10);Musaceae(0.09);Fabaceae(0.08);Solanaceae(0.07);	Oryza(0.09);Musa(0.09);Glycine(0.08);Arabidopsis(0.08);Vitis(0.07);	Inviceb2
I8_1269	452	pfam00403	gnl|CDD|306833	1.17205e-09	296	442	2	pfam00403, HMA, Heavy-metal-associated domain.  	Eukaryota(0.54);Bacteria(0.44);Archaea(0.02);	(1.00);	Brassicaceae(0.17);Poaceae(0.10);Idiomarinaceae(0.05);Clostridiaceae(0.05);Aspergillaceae(0.05);	Arabidopsis(0.17);Oryza(0.10);Streptococcus(0.05);Clostridium(0.05);Aspergillus(0.05);	Inviceb2
